timestamp,open,high,low,close,volume
2024-01-01 00:00:00,100.0,100.83482200629756,98.4103773929167,99.88270643331242,752
2024-01-01 01:00:00,100.49671415301123,100.94092977395269,99.49143996680084,101.13016972760454,853
2024-01-01 02:00:00,100.35844985184004,100.5981805865074,99.20464208258731,100.00461511903065,319
2024-01-01 03:00:00,101.00613838994073,101.68136873274798,100.02110300230301,101.22804810401385,737
2024-01-01 04:00:00,102.52916824634876,104.4149876541738,102.13868227075267,102.91648527306343,157
2024-01-01 05:00:00,102.29501487162543,102.94142073566694,100.85011064110242,101.83154963583638,759
2024-01-01 06:00:00,102.06087791467624,103.09845915816297,101.49933318979453,102.03111523664533,575
2024-01-01 07:00:00,103.64009073018363,105.04612864797399,103.59145879732073,102.0194570601491,555
2024-01-01 08:00:00,104.40752545933654,105.13478466409512,103.1165808675222,103.89533163866939,928
2024-01-01 09:00:00,103.93805107340158,105.88161523884351,103.58382971458748,103.811766997705,994
2024-01-01 10:00:00,104.48061111698755,106.40550570687176,102.59969394828171,103.85671952600512,460
2024-01-01 11:00:00,104.01719342417509,104.52075801582582,102.10933627016992,104.8333990761409,100
2024-01-01 12:00:00,103.55146367060483,104.5459606823896,101.72173489016393,102.83639298162451,486
2024-01-01 13:00:00,103.79342594217087,104.3951825618044,103.05310854165998,103.57340369882237,447
2024-01-01 14:00:00,101.88014569751307,102.44982668626801,101.84923246445534,101.94551598615612,289
2024-01-01 15:00:00,100.15522786500004,100.2290017597091,98.29859073982459,100.8758645095331,604
2024-01-01 16:00:00,99.59294033575907,100.81206900371886,98.73657203912444,98.87500926016935,290
2024-01-01 17:00:00,98.58010921542464,99.58546726188237,96.6467995773373,99.16169109150212,607
2024-01-01 18:00:00,98.89435654801991,98.99731405051989,96.96711659384141,98.89947307852971,468
2024-01-01 19:00:00,97.9863324724987,98.54362540097192,96.28031356156399,97.49557814697472,508
2024-01-01 20:00:00,96.57402877116341,98.39056054309673,95.98513098702423,96.80508050829505,923
2024-01-01 21:00:00,98.03967754008497,98.5188013214189,97.26948208288111,98.1392073878717,216
2024-01-01 22:00:00,97.81390123959844,98.10369098378088,96.11162789656473,97.51379280101904,233
2024-01-01 23:00:00,97.88142944428635,98.86033496484148,97.2475854339738,97.91633048678136,157
2024-01-02 00:00:00,96.45668125807289,98.42798216629409,96.1176957647007,96.26402445964202,655
2024-01-02 01:00:00,95.91229853354771,96.39640907657072,94.79869600863101,95.96905720617333,784
2024-01-02 02:00:00,96.02322112325758,97.36749221806934,94.15091157493602,96.35428646051811,771
2024-01-02 03:00:00,94.87222754583529,96.39546677649273,93.48016795248535,95.66523595390797,272
2024-01-02 04:00:00,95.24792556418096,95.72320065216576,94.10780322400223,94.62901781476754,928
2024-01-02 05:00:00,94.64728687426215,96.10371957148587,94.45293388672061,95.71380356159028,914
2024-01-02 06:00:00,94.35559312446887,95.09115938990738,93.12557867107053,93.37954922470762,248
2024-01-02 07:00:00,93.75388651223948,95.01849817342664,91.77377881203095,93.67799396472168,179
2024-01-02 08:00:00,95.60616469674841,96.8732241182702,95.32599666627536,95.9003232999907,985
2024-01-02 09:00:00,95.59266747201048,96.66421684016,94.556008167283,95.73316340587799,312
2024-01-02 10:00:00,94.53495654305458,94.7155360831634,92.78021039919867,94.22360678314428,302
2024-01-02 11:00:00,95.35750145515776,97.02810644633624,93.87596421964935,95.25344032997913,863
2024-01-02 12:00:00,94.13665780518674,94.77821793513021,92.7426263231962,93.89015733785733,328
2024-01-02 13:00:00,94.3455214001915,94.71855842099122,92.94055323221728,94.0508390217194,775
2024-01-02 14:00:00,92.38585127631173,92.46740155942125,91.66686897387221,92.81065232482224,326
2024-01-02 15:00:00,91.0576652274133,92.23945111378978,90.47048153888431,91.23617297039581,758
2024-01-02 16:00:00,91.25452646328242,92.60965518696698,89.63580415232539,90.90807166565209,631
2024-01-02 17:00:00,91.99299304327782,92.02616870113353,90.37276625391947,92.44279298099444,540
2024-01-02 18:00:00,92.16436132446779,93.18854744106635,90.43021668730758,92.31801108490609,501
2024-01-02 19:00:00,92.04871304207956,92.50170459247543,90.22223193696661,92.45514410149903,146
2024-01-02 20:00:00,91.74760934649026,93.03795492730916,90.72492454876839,92.06242376745207,332
2024-01-02 21:00:00,90.26908735612284,90.61782021413282,89.26605476674844,89.8545898506618,404
2024-01-02 22:00:00,89.54924314772813,90.93111862393306,87.95265278979458,89.26915262762965,625
2024-01-02 23:00:00,89.08860437676834,89.86207506936942,87.78867651521281,89.46225117932998,242
2024-01-03 00:00:00,90.14572660298727,92.01918658046074,88.74179284847186,90.450911735704,514
2024-01-03 01:00:00,90.48934489255574,90.76438678084772,88.89775955368353,90.47889409557366,612
2024-01-03 02:00:00,88.726304737193,89.40843743929352,86.94629405355788,88.78496842884739,472
2024-01-03 03:00:00,89.0503887065878,89.27733574906897,88.37439839288473,89.68922115448201,665
2024-01-03 04:00:00,88.66530642617148,90.5146936627286,87.91414052089159,88.36952073175357,985
2024-01-03 05:00:00,87.98838442586552,89.74306313262748,87.80042054618379,88.26193311645054,358
2024-01-03 06:00:00,88.60006071470639,89.1159439701367,87.44350043271405,88.49896438848944,755
2024-01-03 07:00:00,89.63106023720233,90.9510283292707,89.55917568960885,89.52221963558873,570
2024-01-03 08:00:00,90.56234035631853,92.19678475672096,89.63114432005361,91.11172878231213,111
2024-01-03 09:00:00,89.72312283309589,90.83352445629481,88.63783356368073,90.1358310075899,429
2024-01-03 10:00:00,89.41391045724467,90.47321161395668,88.84082795298809,89.82066527524499,835
2024-01-03 11:00:00,89.74517388864824,90.22887847044915,88.56350736751021,90.3979132922254,883
2024-01-03 12:00:00,90.7207190157706,90.9069245513824,90.6597185158925,90.73122093658698,457
2024-01-03 13:00:00,90.24154477792531,92.03597629383196,90.16684840042689,90.5825212635728,507
2024-01-03 14:00:00,90.0558858012615,91.85672191558815,88.41068467994218,89.90075242296477,767
2024-01-03 15:00:00,88.94955082725546,90.215753741802,88.22916954443293,89.11163400349969,472
2024-01-03 16:00:00,87.75334420317479,88.4314037852722,87.49922317787102,87.68827267599094,107
2024-01-03 17:00:00,88.56587002556898,89.2642891747943,87.52138350545937,88.61436800806534,221
2024-01-03 18:00:00,89.92211005413981,91.37402141188029,88.38212294794259,90.21968856685827,447
2024-01-03 19:00:00,89.85009993255947,91.64432045246463,89.41845787756579,89.44098959094273,775
2024-01-03 20:00:00,90.8536328304515,92.62780567898173,89.6078518788135,91.89982646829424,189
2024-01-03 21:00:00,91.21526885549913,92.77501994721437,91.0445739255116,90.71226016474928,747
2024-01-03 22:00:00,90.57014910089401,91.85421239320259,90.4667856585568,89.96305479450015,797
2024-01-03 23:00:00,90.93154470640243,91.09982463639253,89.86883544326614,91.51060014315247,415
